"query"	"significant"	"p_value"	"term_size"	"query_size"	"intersection_size"	"precision"	"recall"	"term_id"	"source"	"term_name"	"effective_domain_size"	"source_order"	"parents"	"evidence_codes"	"intersection"
"93"	query_1	TRUE	6.88229334856222e-08	334	1919	70	0.0364773319437207	0.209580838323353	GO:0051235	GO:BP	maintenance of location	21017	13585	GO:0051179	TAS,IDA IMP,IDA IBA,IDA,IMP,IDA IC,ISS IEA,ISS IEA,IDA,IBA,NAS,IDA IMP,ISS IBA IEA,IDA,IDA IBA,IMP,IMP,IDA NAS,NAS,IMP IBA IEA,IDA IBA,IEA,IC,IDA,IBA,TAS,IDA,IMP,TAS,IEA,IBA,IBA,IEA,EXP,IDA IBA IEA,IMP,ISS IEA,IDA,ISS IEA,IBA IEA,IDA IEA,IDA IBA,IBA,ISS,IDA IBA IEA,ISS IEA,IMP IEA,IDA,IEA,IDA,IDA,IEA,IMP,TAS IEA,IMP NAS,IDA,IGI,IDA IMP ISS IBA IC IEA,IMP,IMP,IEA,TAS,ISS,IEA,ISS TAS,IEA,IEA,IEA,IMP,IMP IEA	ABCA1,SP100,PLIN3,PML,NFKBIA,GSTO1,PTK2B,ERO1A,CXCL10,PPARD,IL6,MORC3,TTC39B,CEMIP,STARD4,GSN,HSPA5,TNF,HSP90B1,ZFYVE1,TMSB4X,PSEN1,NFKB1,CREB3,TMSB10,NFKBIE,RNF213,ITGAV,CALR,NPC1,PLCE1,ITPR3,PAFAH1B1,NRG1,PLCG2,HK2,NBL1,FGF2,EHD1,UBASH3B,DBN1,INSIG1,FTH1,SRGN,SLC8B1,IKBKE,ITGB3,MOSPD2,LYN,C3,OS9,MCOLN1,SQLE,ABCG1,FLNA,CCL3,ANK3,RYR2,CES1,PLA2G4C,TGFB1,S100A9,CLSTN3,NTSR1,P2RY6,GM2A,CORO1A,FKRP,SMIM22,NR1H2
"94"	query_1	TRUE	6.94367434965268e-08	465	1919	88	0.0458572173006774	0.189247311827957	GO:0043410	GO:BP	positive regulation of MAPK cascade	21017	10678	c("GO:0000165", "GO:0043408", "GO:1902533")	IBA,IEA,ISS IEA,IMP,IDA IBA IEA,IMP,IEA,IDA,IDA IBA,ISS IEA,IDA IMP,IEA,IDA,IEA,IEA,IMP,IDA,IDA IBA,ISS,IGI,IDA,IEA,IC,IBA IEA,IMP ISS IEA,IEA,IMP,IDA NAS IEA,ISS IEA,IBA,IEA,IDA,IMP IEA,IDA,IEA,IDA,IMP IEA,IEA,IDA,IEA,ISS IEA,ISS IBA,IEA,IMP,ISS IEA,ISS IEA,IDA,IDA IMP,IEA,IDA IEA,IDA IEA,IDA IEA,IEA,TAS,IBA,IDA IBA,IDA IEA,IDA IMP,IEA,IEA,IDA,IDA NAS,IEA,IEA,IEA,IEA,ISS,IBA IEA,IDA IBA,IEA,IBA IEA,IBA,IBA,IDA,IMP IEA,IDA,IDA,IDA,IDA,IDA IGI IEA,IMP,IMP,IDA,IBA,IMP IBA IEA,IDA IBA,TAS,ISS IEA	CCL5,INHBA,TMEM106A,SPRY2,SEMA7A,ICAM1,CFLAR,IL6R,IL11,ADAM8,BMP2,MYD88,IGFBP6,EFNA1,SPAG9,PTK2B,TGFA,CD44,PTPN1,APP,IL6,RAP1B,SDCBP,WNT7B,EIF2AK2,BANK1,MFHAS1,TNF,MYDGF,CCL20,LAMTOR3,SPHK1,MAP3K11,FERMT2,JAK2,NOTCH2,MAP2K1,SRC,ARHGEF5,GNAI2,PRKD2,SH3RF1,TPBG,NRG1,PLCG2,MAPK8IP3,EDN1,VEGFA,DUSP22,FGF2,RIPK1,GADD45B,AKAP12,SEMA3A,MAPKBP1,IGF2,TLR3,ZNF622,C1QTNF1,ITGB3,LYN,TRAF6,RAPGEF1,LPAR2,NDST1,IGFBP3,LAPTM5,DOK4,CCL3,CSPG4,TNFRSF19,CCL4,CCL4L2,LIF,ACKR3,SEMA4C,TGFB1,NTRK1,P2RY6,MIF,GCNT2,MAP3K10,S100A7,CCL24,PTPN22,UNC5CL,S100A12,CSF1R
"95"	query_1	TRUE	8.74682414958508e-08	452	1919	86	0.0448150078165711	0.190265486725664	GO:0010720	GO:BP	positive regulation of cell development	21017	4346	c("GO:0045597", "GO:0048468", "GO:0060284")	IDA,NAS,IEA,IEA,IEA,IDA,IDA IBA IEA,IEA,ISS IEA,ISS IEA,IEA,ISS IEA,IDA,IEA,IDA IBA,IEA,IEA,IEA,IDA,IMP IEA,ISS IEA,ISS IEA,IDA ISS IBA IEA,ISS,IBA,IDA ISS IBA IEA,IDA IGI,IEA,IEA,IEA,IEA,IEA,IBA,ISS IBA IEA,ISS IEA,ISS IEA,IEA,IEA,IEA,ISS,IEA,IMP,ISS IEA,IDA,IEA,IDA IEA,IDA ISS IEA,ISS IEA,ISS,IEA,ISS,ISS IEA,IEA,IDA,IEA,IEA,IEA,IEA,IEA,IEA,ISS IBA IEA,ISS IEA,IEA,IDA IEA,IEA,IEA,IDA IEA,IMP,IEA,ISS IEA,IEA,IDA IEA,IBA,IBA,ISS IEA,IEA,ISS IBA,ISS,ISS IEA,ISS IEA,IEA,IEA,IDA,IMP ISS IEA,IBA,IEA	PNP,CD86,IL6ST,IL7R,EGR3,TGM2,SEMA7A,TRIB1,ADAM8,BMP2,FN1,MMP14,SERPINE2,IL15,ANXA1,CYLD,SMURF1,VEGFC,IL6,SKIL,NEDD9,CLCF1,IL23A,ID2,TNFSF9,CSF1,TNF,GDI1,BTN2A2,RELA,NOTCH2,MAP2K1,HAPLN3,NUMB,CAPRIN2,EGR2,PAFAH1B1,ZBTB46,NLRP3,VEGFA,FGF2,RIPK1,NFKBIZ,MACF1,FZD4,DSCAM,MDK,DBN1,L1CAM,FOS,NFKBID,ZNF365,LYN,TRAF6,CREB1,MAP1B,PLAG1,SPINT1,CRABP2,SLC9B2,TNFRSF1B,ZBTB7B,CD83,KLHL25,BMPR2,IL15RA,AMBRA1,CLDN5,IL33,NCKAP1L,SMAD7,LIF,PLXNA3,IL36B,TGFB1,WNT3,ISLR2,NPTN,NTN1,IL7,MYRF,EPHA4,IL4I1,SOCS1,PLXNA4,KRAS
"96"	query_1	TRUE	1.02391056604548e-07	351	1919	72	0.037519541427827	0.205128205128205	GO:0070661	GO:BP	leukocyte proliferation	21017	16242	GO:0008283	IDA,TAS,IDA,IBA,IDA,IEA,IMP,NAS,IEA,IEA,IEA,IDA,IEA,IBA IEA,IDA IBA,IDA,IDA,IEA,IDA,IEA,IDA,ISS IBA IEA,ISS IEA,IDA IBA IEA,NAS,IBA TAS,IMP IBA TAS IEA,IDA IEA,ISS IEA,IMP,ISS IEA,IEA,IDA IMP IBA TAS IEA,IDA NAS IEA,ISS IBA IEA,IEA,ISS,IDA,IEA,IMP,IEA,ISS,IEA,IDA IBA,IEA,IMP ISS IBA IEA,IEA,TAS IEA,IBA,ISS IEA,IEA,IBA NAS,ISS IBA IEA,ISS IEA,IDA,IDA NAS,IMP,IEA,ISS IEA,IBA,IMP ISS IEA,IEA,IMP TAS,IDA,IEA,IBA,ISS IEA,IEA,IMP,IDA IMP,IDA IBA IEA,IGI IEA	CCL5,BST2,PNP,CD86,HLA-A,CDKN1A,IL6ST,TNFSF14,IL7R,TNFRSF9,RAC2,HLA-E,MYD88,IL15,ANXA1,MSN,CD55,PRKCD,IL6,PELI1,CSF2,CLCF1,IRF1,IL23A,TNFAIP3,TNFSF9,TNFSF13B,CSF1,ELF4,SDC4,BTN2A2,SH2D2A,CD274,JAK2,TNFSF18,TICAM1,SH3RF1,CD276,JUNB,BTN3A1,NFKBIZ,ZP3,CARD11,IGF2,STAT6,LYN,TRAF6,EBI3,TNFRSF14,LMBR1L,TCIRG1,IFNB1,TNFRSF1B,ZBTB7B,CLU,TYK2,NFATC2,IDO1,IL33,IFNE,NCKAP1L,TGFB1,CD70,MIF,PRLR,IFNK,IL7,CORO1A,IL4I1,IL12A,PTPN22,CSF1R
"97"	query_1	TRUE	1.0348115761692e-07	202	1919	50	0.0260552371026576	0.247524752475248	GO:0051701	GO:BP	biological process involved in interaction with host	21017	13901	GO:0044403	IEA,IDA,IDA IBA,IEA,IEA,IDA IEA,IEA,IBA,IMP,IDA,IBA IEA,IDA IEA,IEA,IEA,IDA IMP IBA,IDA,IEA,IMP,IMP IEA,IDA IMP IGI IEA,IEA,IMP,IDA,IEA,IMP,IEA,IDA IMP IEA,IMP,IDA,IDA IMP TAS NAS,TAS,IMP IEA,IDA,IEA,IDA,IDA IBA,IDA IBA IEA,IMP,IEA,IDA,IMP IEA,IMP,IEA,IDA IBA,IDA,IDA IEA,IDA TAS NAS,IDA,IEA,IEA	ITGA5,CTSL,IFITM2,PLSCR1,CD86,CHMP5,ITGA2,TRIM22,RAB7A,IFIT1,TRIM21,ICAM1,CD55,LDLR,IFITM3,MID2,EPHA2,VAMP8,ARL8B,CHMP2B,CTSB,GSN,SMPD1,HSPA1B,CXCL8,NECTIN4,CHMP4B,P4HB,FURIN,ITGAV,SRC,NPC1,SNX3,HSPA1A,KRT6A,TRIM38,NECTIN2,RNASEK,ITGB6,LY6E,DYNLT1,ITGB3,TNFRSF14,TRIM26,LGALS1,CHMP1A,ACE2,TMPRSS4,SELPLG,ANPEP
"98"	query_1	TRUE	1.31952270565429e-07	108	1919	34	0.0177175612298072	0.314814814814815	GO:0033209	GO:BP	tumor necrosis factor-mediated signaling pathway	21017	8075	c("GO:0019221", "GO:0071356")	IDA,TAS,IDA,IBA,IMP,IDA TAS IEA,IDA,TAS,IEA,IMP,IDA IMP IBA NAS IEA,IDA TAS,IMP,IDA,TAS,IDA,TAS,IDA IMP IGI,ISS IBA IEA,IEA,TAS,IMP,IMP,IC IEA,IBA,IMP,ISS,IEA,TAS,TAS,IEA,IEA,IEA,IDA	STAT1,BIRC3,NFKBIA,TRAF1,PTK2B,CYLD,CASP4,TNFAIP3,TNFSF13B,HSPA1B,TNF,TRADD,TMSB4X,SPHK1,BIRC2,JAK2,SPPL2A,RELA,TNFSF18,FAS,MAPKAPK2,HSPA1A,ILK,RIPK1,TRAF6,CASP1,LAPTM5,TNFRSF14,ULK1,TNFRSF1B,TNFRSF19,CD70,PIAS4,AIM2
"99"	query_1	TRUE	1.37305421258809e-07	346	1919	71	0.0369984366857738	0.205202312138728	GO:0051090	GO:BP	regulation of DNA-binding transcription factor activity	21017	13485	c("GO:0006355", "GO:0065009")	IDA,IDA,IMP,IDA,ISS,IMP ISS,IDA IMP,IDA,IDA,IMP,IDA,IGI,IMP,IDA,IMP,IDA,IDA,IDA,IDA,ISS,IDA,IMP,IDA IMP ISS,TAS,IDA,IDA,IMP ISS,TAS,IDA IMP IGI,ISS,ISS,IDA,IMP,IDA,IMP,IMP,ISS,IDA,IDA,IMP,IDA,ISS,IDA IMP,IMP,TAS,IMP,IDA,IMP,IDA IMP,IDA,IDA,IDA,IDA,IDA IMP,IDA,IDA,IMP,IMP,IMP,IMP TAS,IMP,ISS,IMP,TAS,IDA,ISS,IDA,IMP,IDA,ISS,TAS	SP100,TRIM22,IRAK2,TRIM21,CFLAR,TRIB1,NFKBIA,TRAF1,BMP2,MYD88,CYLD,APP,FOXA1,IL6,MID2,EIF2AK2,JUP,ID2,RHEBL1,TAX1BP1,TNFAIP3,HSPA1B,TNF,TRADD,NLRC5,CREB3,SPHK1,NFKBIE,RELA,STAT3,TNFSF18,ARHGEF5,PRKD2,KLF4,HSPA1A,PARP10,PLCG2,EDN1,TRIM38,RIPK1,FZD4,TERF2IP,CARD11,DDR2,SGK1,PSMA6,ARHGEF2,IKBKE,TRAF6,PIM1,IL18R1,FLNA,BCL3,TRIM15,TRIM26,BHLHE40,KDM5A,FER,CLU,RPS6KA5,HDAC5,ZNF431,RGCC,S100A9,NTRK1,GLIS2,CD200,MAP3K10,AIM2,ACOD1,S100A12
"100"	query_1	TRUE	1.37305421258809e-07	346	1919	71	0.0369984366857738	0.205202312138728	GO:0042063	GO:BP	gliogenesis	21017	9949	GO:0022008	IEA,IEA,ISS IEA,IEA,IEA,IEA,IEA,IDA,ISS IEA,IBA,ISS IEA,IEA,IEA,IGI,IDA TAS,ISS IEA,ISS,IEA,IMP,IDA IEA,IDA IGI NAS,IEA,IGI,IEA,ISS IEA,IEA,IBA,IEA,IEA,ISS IEA,IEA,ISS IEA,IEA,IEA,IEA,ISS IEA,IEA,IDA ISS IEA,ISS TAS IEA,ISS IEA,IEA,ISS,IEA,IEA,IEA,IEA,ISS TAS,IEA,IEA,ISS IBA IEA,IEA,IEA,IBA IEA,IDA IMP,IBA,IEA,IEA,IEA,ISS IEA,IBA,IEA,ISS IEA,IEA,ISS,ISS,ISS IBA IEA,ISS IEA,IEA,ISS IEA,IEA,IEA	IL6ST,RRAS2,BMP2,CDK5R1,MYD88,PTK2B,MMP14,SERPINE2,B4GALT5,ANXA1,LDLR,MBD1,VEGFC,APP,IL6,CLCF1,ID2,WDR1,CD9,CSF1,TNF,BNIP3,PSEN1,RELA,STAT3,MAP2K1,HAPLN3,NR3C1,DNER,EGR2,ILK,PAFAH1B1,FGF2,VIM,NDRG1,NR1D1,TUBA1A,MDK,P2RX4,ZNF365,LYN,GPC1,PLAG1,SPINT1,FGF5,FA2H,CCL3,CSPG4,RRAS,TNFRSF1B,PLEC,CERS5,SOX9,CLU,PRDM8,IL33,LIF,LAMB2,TGFB1,S100A9,NTN1,TPPP,ADORA2A,LRP1,ANO1,MYRF,EPHA4,FKRP,GPR157,KRAS,CSF1R
"101"	query_1	TRUE	1.38208332971852e-07	160	1919	43	0.0224075039082856	0.26875	GO:0001959	GO:BP	regulation of cytokine-mediated signaling pathway	21017	568	c("GO:0009966", "GO:0019221", "GO:0060759")	IEA,IMP,IMP,IMP IBA IEA,IDA,IMP IEA,IDA IBA IEA,IMP,IMP,IDA ISS TAS IEA,TAS,ISS,IDA,IEA,TAS,IDA,IMP,IDA IMP IBA IEA,IDA,TAS,TAS,IEA,IMP,IEA,IDA,IDA IBA,IDA,IMP IEA,IMP,IEA,IDA IEA,IMP,ISS,IC,TAS,IEA,ISS IBA IEA,IEA,IDA,IEA,IDA,IMP,NAS	CCL5,OAS3,OAS1,PARP9,IL6ST,PARP14,IL1RN,IRAK2,STAT2,CYLD,PTPN1,IL6,CASP4,ECM1,TNFAIP3,CSF1,HSPA1B,NLRC5,SPHK1,SPPL2A,MAPKAPK2,ADAR,HSPA1A,PAFAH1B1,EDN1,TRIM56,RNF185,RIPK1,ISG15,IRF7,IKBKE,CASP1,LAPTM5,AGPAT2,ULK1,IL1R1,ZBP1,IL1R2,EIF4E2,PIAS4,IL7,TICAM2,NR1H2
"102"	query_1	TRUE	1.42188090786276e-07	375	1919	75	0.0390828556539864	0.2	GO:0032535	GO:BP	regulation of cellular component size	21017	7629	c("GO:0016043", "GO:0090066")	IEA,IDA IBA IEA,IEA,IDA,IMP,IEA,IEA,ISS,IMP,IEA,ISS IEA,IEA,IEA,IEA,IDA IEA,ISS,IMP ISS IBA TAS IEA,IEA,IMP,IEA,IEA,IEA,IDA IBA,IBA,ISS IEA,IDA,IDA,ISS IBA IEA,IEA,IMP ISS,IBA,IEA,NAS,IMP IEA,IBA IEA,IDA,ISS,IDA,IEA,IDA,IDA IBA,IDA IBA IEA,IBA,IDA IEA,IBA TAS IEA,ISS,IBA,IEA,IEA,IEA,IDA IMP,IDA IBA,IDA,IEA,IBA,IMP IGI,IMP,IEA,IDA IBA,IMP IEA,IBA IEA,IEA,IBA,IEA,ISS IBA,IBA,ISS IEA,IDA,IMP,IBA,IEA,IDA,IBA IEA,IDA IBA,IEA	IL7R,SEMA7A,FN1,LIMA1,PTK2B,SPTBN5,RICTOR,MAP2,MSN,SMURF1,PRKCD,ARPC5L,SWAP70,WNT7B,WDR1,FGF13,GSN,GDI1,PICALM,EZR,ARPC5,SPTAN1,TMSB4X,TMSB10,DIP2B,OXSR1,PPP1R15A,FCHSD1,KDM6A,CTTN,SEMA3C,PAFAH1B1,NRCAM,HIP1R,ARHGAP5,EDN1,VEGFA,CSF3,KANK2,MACF1,VASP,SEMA3A,SEMA4B,DSCAM,CAPG,L1CAM,SEMA3B,PREX1,CREB1,MAP1B,LRRC8A,SLC12A6,LRRC8E,CRABP2,ULK1,RAP1GAP2,FER,BMPR2,CDC42EP2,NCKAP1L,KANK3,PLXNA3,SEMA4C,WNT3,ISLR2,FLII,NTN1,PAK3,CFL2,SEMA6A,CORO1A,CCL24,AVIL,SEMA6D,PLXNA4
"103"	query_1	TRUE	1.43110990204174e-07	318	1919	67	0.0349140177175612	0.210691823899371	GO:0070371	GO:BP	ERK1 and ERK2 cascade	21017	16082	GO:0000165	IBA,IEA,ISS,IDA IBA,IDA IMP ISS IEA,IDA IBA IEA,IMP,IEA,IDA IMP,IDA,IMP,IDA IBA,ISS IBA IEA,IGI,IEA,IMP,IEA,IMP,NAS,ISS,IMP,IMP,IBA,IEA,IEA,IMP,IDA,ISS IEA,IDA,IMP TAS IEA,IEA,IEA,ISS IEA,TAS,IEA,IMP,IEA,IDA IMP,IDA IEA,ISS,TAS,IEA,IEA,ISS IEA,IEA,IEA,IEA,IDA IBA,IMP,ISS IEA,IBA,IBA,IEA,IEA,IMP,IMP IEA,IDA,IDA,IDA,IDA IGI IEA,IMP,IDA,IDA,IDA,IBA,IMP IBA IEA,ISS IEA	CCL5,INHBA,CEACAM1,TNIP1,SPRY2,SEMA7A,ICAM1,CFLAR,BMP2,FN1,PTK2B,CD44,PTPN1,APP,RAP1B,EPHA2,ATF3,MFHAS1,TNF,PTGER4,EZR,DUSP4,CCL20,GRB10,BTN2A2,GBP1,FERMT2,ITGAV,NOTCH2,MAP2K1,SRC,GNAI2,PRKD2,DUSP5,TPBG,NRG1,EDN1,VEGFA,FGF2,SPRED3,DUSP7,AKAP12,ITGB3,LYN,RAPGEF1,DAB2,OXTR,CCL3,RRAS,SOX9,CCL4,CCL4L2,ACE2,LIF,PTPRR,ACKR3,TGFB1,NTRK1,P2RY6,MIF,GCNT2,SEMA6A,S100A7,EPHA4,CCL24,PTPN22,CSF1R
"104"	query_1	TRUE	1.85624187566084e-07	218	1919	52	0.0270974465867639	0.238532110091743	GO:0009612	GO:BP	response to mechanical stimulus	21017	3540	c("GO:0009605", "GO:0009628")	IEA,IEA,IEP,IEA,IEP,IEA,IEA,IEP,IEA,IEA,IEA,IEP,IDA,ISS IEA,IEA,IEP ISS IEA,IEP,IEP IEA,IEA,IEA,IEA,IEP,IEA,IMP,IEP,IEA,IBA,IEA,IEA,ISS IEA,IEA,IEA,IEA,IEP,IEA,IDA IMP,IEP,IEA,IEA,ISS IEA,IMP TAS,IMP,IEA,IEA,ISS IEA,IEA,IEA,IEA,IEA,IEA,ISS,IBA IEA	STAT1,ITGA2,TNFSF14,NFKBIA,MYD88,PTK2B,BMP6,SCEL,MMP14,SERPINE2,CXCL10,IRF1,JUP,GSN,TNF,PTGER4,BNIP3,NFKB1,SLC2A1,TNC,RELA,FAS,SRC,STRA6,BAK1,EDN1,PIEZO1,FGF2,TUBA1A,MDK,DDR2,FOS,FOSB,TLR3,ITGB3,ANKRD1,CASP1,MAP1B,PTGS2,TMEM120A,SLC9A1,RYR2,PLEC,CITED2,SOX9,IL33,FOSL1,TGFB1,NTRK1,CHRNA9,PDE2A,COL1A1
"105"	query_1	TRUE	2.02951836037312e-07	78	1919	28	0.0145909327774883	0.358974358974359	GO:0098586	GO:BP	cellular response to virus	21017	18801	GO:0009615	IEP,IEP,IMP,IEP,NAS,ISS,NAS,IMP,IEA,NAS,IEA,IEA,IMP,IMP,IEA,IEA,NAS,NAS,IEP NAS,NAS,NAS,ISS IEA,NAS,IMP,NAS,IEA,NAS,IMP	CCL5,OAS1,IFI6,CXCL10,JAK1,IL6,IFNGR2,RIOK3,NFKB1,JAK2,CALR,ADAR,GBF1,LGALS8,IKBKE,TLR3,IFNL1,IFNL3,IFNB1,IFNAR2,IFNL2,POU2F2,TYK2,MAPK11,IFNE,TGFB1,IFNK,IL12A
"106"	query_1	TRUE	2.65190391537234e-07	163	1919	43	0.0224075039082856	0.263803680981595	GO:0044409	GO:BP	symbiont entry into host	21017	10994	GO:0051701	IEA,IDA,IDA IBA,IEA,IEA,IEA,IBA,IBA IEA,IEA,IEA,IEA,IDA IMP IBA,IDA,IEA,IMP,IEA,IMP,IDA,IEA,IMP,IEA,IMP,IDA,IDA IMP TAS NAS,TAS,IMP IEA,IDA,IEA,IDA,IDA IBA,IDA IBA IEA,IMP,IEA,IDA,IEA,IMP,IEA,IDA IBA,IDA,IDA TAS NAS,IDA,IEA,IEA	ITGA5,CTSL,IFITM2,PLSCR1,CD86,ITGA2,TRIM22,TRIM21,ICAM1,CD55,LDLR,IFITM3,MID2,EPHA2,VAMP8,CTSB,GSN,SMPD1,HSPA1B,CXCL8,NECTIN4,P4HB,FURIN,ITGAV,SRC,NPC1,SNX3,HSPA1A,KRT6A,TRIM38,NECTIN2,RNASEK,ITGB6,LY6E,DYNLT1,ITGB3,TNFRSF14,TRIM26,LGALS1,ACE2,TMPRSS4,SELPLG,ANPEP
"107"	query_1	TRUE	2.69240028023886e-07	145	1919	40	0.0208441896821261	0.275862068965517	GO:0050921	GO:BP	positive regulation of chemotaxis	21017	13363	c("GO:0006935", "GO:0032103", "GO:0040017", "GO:0050920")	IDA IBA IEA,IEA,IEA,IMP IEA,TAS,IMP,ISS IEA,IDA IEA,IDA IBA,TAS,ISS IEA,IEA,IEA,IDA,IGI TAS,IDA,IDA,IDA IMP,IMP IBA IEA,IMP,IMP IGI,IMP,IDA IBA,IEA,IEA,IDA ISS IBA NAS,IDA IGI,IDA IEA,IMP ISS IEA,IMP,IDA,IDA,IEA,IDA,ISS IEA,IDA,IDA,IDA,IMP,IGI	CCL5,ITGA2,TNFSF14,RAC2,IL6R,SERPINE1,PTK2B,CXCL10,VEGFC,IL6,NEDD9,SWAP70,IL23A,CSF1,CXCL8,TMSB4X,LGMN,CREB3,OXSR1,CALR,PRKD2,STX4,S100A14,TPBG,EDN1,VEGFA,FGF2,DSCAM,MDK,P2RX4,MOSPD2,CCL3,BMPR2,CCL4,NCKAP1L,TGFB1,THBS4,S100A7,IL12A,CSF1R
"108"	query_1	TRUE	3.31878657019929e-07	189	1919	47	0.0244919228764982	0.248677248677249	GO:0002822	GO:BP	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	21017	1332	c("GO:0002460", "GO:0002819")	IBA,IDA IBA,IDA,IDA IEA,IEA,IDA IBA,IDA IBA,IDA,IBA,ISS IEA,ISS,ISS IEA,IDA ISS IBA TAS NAS IEA,IBA,ISS IEA,IEA,IDA IMP IBA,IEA,IMP,NAS,IEA,IBA,IEA,NAS,IEA,ISS IEA,IDA IMP IBA,ISS,IEA,ISS,IMP,IEA,IDA,IEA,IDA,ISS IBA IEA,IDA,IEA,NAS,IDA,IEA,IMP,ISS IEA,IDA IBA,IDA,IDA,IDA	HLA-C,HLA-A,CEACAM1,B2M,IL7R,HLA-E,ANXA1,CD55,ULBP2,RSAD2,IL6,CLCF1,IL23A,RAET1L,TNFAIP3,TNFSF13B,HLA-F,TNF,CD274,JAK2,IL1RL1,MICB,NLRP3,JUNB,DUSP22,NFKBIZ,NECTIN2,ZP3,STAT6,NFKBID,TRAF6,C3,IL18R1,ARID5A,IFNB1,TNFRSF1B,IL1R1,ZBTB7B,TYK2,TRPM4,IL33,NCKAP1L,SMAD7,SUSD4,TGFB1,IL4I1,IL12A
"109"	query_1	TRUE	3.32893271229105e-07	95	1919	31	0.0161542470036477	0.326315789473684	GO:0071677	GO:BP	positive regulation of mononuclear cell migration	21017	16850	c("GO:0002687", "GO:0071674", "GO:0071675")	IDA IBA IEA,IEA,ISS,ISS IEA,IMP,ISS IEA,IEA,IDA,IMP,ISS IEA,IDA IMP,NAS,IDA,IDA,IDA,IMP IBA IEA,IMP,IDA IBA,ISS,IMP ISS IEA,ISS TAS IEA,IEA,IDA,IBA,IDA TAS,IDA,IEA,IEA,IDA,IMP,IGI	CCL5,TNFSF14,ABL2,ADAM8,SERPINE1,PTK2B,MMP14,CXCL10,APP,NEDD9,CSF1,TNF,CCL20,LGMN,CREB3,OXSR1,CALR,S100A14,CD47,MDK,P2RX4,ITGB3,MOSPD2,TNFRSF14,CCL3,CCL4,TGFB1,CORO1A,S100A7,IL12A,CSF1R
"110"	query_1	TRUE	3.40690303265175e-07	248	1919	56	0.0291818655549765	0.225806451612903	GO:0050870	GO:BP	positive regulation of T cell activation	21017	13318	c("GO:0042110", "GO:0050863", "GO:0051251", "GO:1903039")	IDA,IDA,IBA NAS,IDA,IMP,IDA IEA,IBA,ISS,IEA,TAS,IEA,IDA,ISS IEA,IBA IEA,IDA IBA,IEA,IDA,IDA,IDA ISS IBA IC IEA,IBA,IEA,IEA,IDA IBA TAS IEA,IDA NAS IEA,TAS,IDA,IEA,ISS IEA,IDA,ISS,IDA IEA,ISS IEA,IDA IBA,ISS,TAS,IEA,TAS,IDA,TAS,IEA,ISS IEA,IEA,IDA IEA,IDA NAS,IDA IEA,IMP ISS IEA,IBA,IEA,TAS,ISS IEA,IEA,IDA,IMP ISS IEA,IDA,IBA,IBA IEA	CCL5,PNP,CD86,HLA-A,IL6ST,TNFSF14,B2M,ABL2,IL7R,HSPH1,EGR3,HLA-E,ADAM8,IL15,ANXA1,CYLD,CD55,IL6,IL23A,TNFSF9,TNFSF13B,BTN2A2,CD274,JAK2,SRC,CD276,NLRP3,NFKBIZ,CD47,ZP3,CARD11,MDK,IGF2,NFKBID,LYN,TRAF6,EBI3,TNFRSF14,MAP3K8,LGALS1,ZBTB7B,CD83,KLHL25,TYK2,AMBRA1,NCKAP1L,IL36B,TGFB1,CD70,IL7,CORO1A,IL4I1,SOCS1,IL12A,HLA-DOB,PTPN22
"111"	query_1	TRUE	3.69526768728306e-07	123	1919	36	0.0187597707139135	0.292682926829268	GO:0002688	GO:BP	regulation of leukocyte chemotaxis	21017	1206	c("GO:0002685", "GO:0030595", "GO:0050920")	IDA IBA IEA,IEA,IMP IEA,TAS,IMP,IMP,ISS IEA,IDA,IDA IEA,IDA IBA,TAS,ISS IEA,IEA,IEA,IDA,TAS,IDA,IDA,IMP IBA IEA,IMP,IDA IBA,IEA,IDA IBA,ISS IEA,IMP ISS IEA,ISS IEA,IDA,IMP,IDA,IDA,ISS IEA,IDA,IDA,IDA,IMP,IGI	CCL5,TNFSF14,RAC2,IL6R,SERPINE1,DUSP1,PTK2B,TNFAIP6,CXCL10,VEGFC,IL6,NEDD9,SWAP70,IL23A,CSF1,CXCL8,LGMN,CREB3,OXSR1,CALR,S100A14,EDN1,VEGFA,NBL1,MDK,SLC8B1,MOSPD2,LYN,CCL3,CCL4,NCKAP1L,MIF,THBS4,S100A7,IL12A,CSF1R
